customer_id,sum_amt_txn_ann_2011,mean_amt_txn_ann_2011,std_amt_txn_ann_2011,var_amt_txn_ann_2011,sem_amt_txn_ann_2011,max_amt_txn_ann_2011,min_amt_txn_ann_2011,count_amt_txn_ann_2011,sum_amt_txn_ann_2012,mean_amt_txn_ann_2012,std_amt_txn_ann_2012,var_amt_txn_ann_2012,sem_amt_txn_ann_2012,max_amt_txn_ann_2012,min_amt_txn_ann_2012,count_amt_txn_ann_2012,sum_amt_txn_ann_2013,mean_amt_txn_ann_2013,std_amt_txn_ann_2013,var_amt_txn_ann_2013,sem_amt_txn_ann_2013,max_amt_txn_ann_2013,min_amt_txn_ann_2013,count_amt_txn_ann_2013,sum_amt_txn_ann_2014,mean_amt_txn_ann_2014,std_amt_txn_ann_2014,var_amt_txn_ann_2014,sem_amt_txn_ann_2014,max_amt_txn_ann_2014,min_amt_txn_ann_2014,count_amt_txn_ann_2014,sum_amt_txn_ann_2015,mean_amt_txn_ann_2015,std_amt_txn_ann_2015,var_amt_txn_ann_2015,sem_amt_txn_ann_2015,max_amt_txn_ann_2015,min_amt_txn_ann_2015,count_amt_txn_ann_2015
CS1122,406,81.2,18.965758619153622,359.69999999999993,8.481745103456008,104,53,5,284,56.8,21.076052761368768,444.2,9.425497334358543,87,35,5,202,67.33333333333333,23.62907813126304,558.3333333333333,13.642254619787415,94,49,3,183,91.5,2.1213203435596424,4.5,1.4999999999999998,93,90,2,81,81.0,0.0,0.0,0.0,81,81,1
CS1123,451,64.42857142857143,13.914706163589932,193.61904761904762,5.259264582199514,86,44,7,150,75.0,28.284271247461902,800.0,20.0,95,55,2,276,69.0,32.4037034920393,1050.0,16.20185174601965,103,37,4,454,75.66666666666667,13.125039682479693,172.26666666666665,5.358275012642698,91,61,6,0,0.0,0.0,0.0,0.0,0,0,0
CS1124,223,74.33333333333333,16.19670748434179,262.3333333333333,9.351173426070359,93,64,3,500,62.5,21.961004400657863,482.2857142857141,7.764387566686393,92,36,8,225,56.25,17.613914953808536,310.24999999999994,8.806957476904268,72,41,4,130,65.0,42.42640687119285,1800.0,30.0,95,35,2,49,49.0,0.0,0.0,0.0,49,49,1
CS1125,97,97.0,0.0,0.0,0.0,97,97,1,405,81.0,24.38237068047322,594.5,10.904127658827184,104,49,5,262,65.5,25.73583752927682,662.3333333333334,12.86791876463841,98,38,4,61,61.0,0.0,0.0,0.0,61,61,1,60,60.0,0.0,0.0,0.0,60,60,1
CS1126,37,37.0,0.0,0.0,0.0,37,37,1,537,67.125,20.017403142551444,400.6964285714285,7.077220751921516,95,36,8,306,61.2,12.397580409095962,153.7,5.544366510251645,79,48,5,285,57.0,18.371173070873837,337.5,8.215838362577491,72,37,5,0,0.0,0.0,0.0,0.0,0,0,0
CS1127,544,77.71428571428571,21.476454438246908,461.23809523809524,8.117336783858672,99,39,7,220,55.0,26.457513110645905,700.0,13.228756555322953,94,36,4,358,71.6,26.745093007877163,715.3,11.96076920603353,94,39,5,384,64.0,26.630809225406576,709.1999999999999,10.871982339941507,98,37,6,170,85.0,4.242640687119285,18.0,2.9999999999999996,88,82,2
CS1128,441,88.2,11.7983049630021,139.2,5.276362383309166,104,74,5,353,70.6,16.56200470957547,274.3,7.406753674856482,90,49,5,298,59.6,15.05988047761336,226.79999999999998,6.734983296193095,72,38,5,829,75.36363636363636,26.131485710815323,682.8545454545455,7.878939392482545,105,42,11,0,0.0,0.0,0.0,0.0,0,0,0
CS1129,178,59.333333333333336,20.79262689833426,432.3333333333333,12.00462873691274,83,44,3,274,68.5,15.92691642053372,253.66666666666666,7.96345821026686,86,55,4,292,97.33333333333333,9.073771725877465,82.33333333333333,5.23874454850057,104,87,3,109,54.5,19.091883092036785,364.5,13.5,68,41,2,0,0.0,0.0,0.0,0.0,0,0,0
CS1130,110,55.0,7.0710678118654755,50.0,5.0,60,50,2,107,53.5,13.435028842544403,180.5,9.5,63,44,2,458,65.42857142857143,21.74746838030535,472.9523809523809,8.219770425646944,96,35,7,332,66.4,22.063544592834578,486.8,9.867117106835206,97,37,5,178,59.333333333333336,25.02665245959462,626.3333333333334,14.449144534462164,85,35,3
CS1131,155,77.5,12.020815280171307,144.5,8.499999999999998,86,69,2,449,74.83333333333333,15.091940453986249,227.76666666666665,6.161258890122303,94,50,6,56,56.0,0.0,0.0,0.0,56,56,1,220,73.33333333333333,24.33789911502908,592.3333333333334,14.051492605571996,95,47,3,118,59.0,33.94112549695428,1152.0,23.999999999999996,83,35,2
CS1132,46,46.0,0.0,0.0,0.0,46,46,1,502,62.75,20.603397778036516,424.5,7.2844011421667325,99,40,8,363,72.6,28.918851982746478,836.3,12.93290377293514,103,41,5,72,72.0,0.0,0.0,0.0,72,72,1,91,91.0,0.0,0.0,0.0,91,91,1
CS1133,130,65.0,14.142135623730951,200.0,10.0,75,55,2,486,69.42857142857143,27.56118734051651,759.6190476190476,10.417149648666907,105,37,7,85,42.5,10.606601717798213,112.5,7.5,50,35,2,610,87.14285714285714,12.33462026747711,152.14285714285708,4.662048249165919,100,64,7,102,102.0,0.0,0.0,0.0,102,102,1
CS1134,247,61.75,27.944886234634534,780.9166666666666,13.972443117317267,100,35,4,241,80.33333333333333,19.857828011475306,394.3333333333333,11.46492234794656,96,58,3,377,75.4,7.469939758793239,55.8,3.3406586176980126,84,66,5,301,75.25,26.67551936389118,711.5833333333334,13.33775968194559,101,38,4,0,0.0,0.0,0.0,0.0,0,0,0
CS1135,137,45.666666666666664,8.082903768654761,65.33333333333333,4.666666666666667,53,37,3,419,83.8,15.514509338035799,240.7,6.938299503480661,98,65,5,580,58.0,21.90383020792888,479.77777777777777,6.92659929386548,88,38,10,131,65.5,3.5355339059327378,12.5,2.5,68,63,2,0,0.0,0.0,0.0,0.0,0,0,0
CS1136,131,65.5,41.71930009000631,1740.5,29.5,95,36,2,617,61.7,22.94461931598682,526.4555555555555,7.255725708401299,103,39,10,202,67.33333333333333,24.986663109213552,624.3333333333334,14.426056672254937,89,40,3,185,61.666666666666664,17.3877351409933,302.3333333333333,10.038813564250399,75,42,3,204,102.0,4.242640687119285,18.0,2.9999999999999996,105,99,2
CS1137,137,45.666666666666664,9.451631252505216,89.33333333333333,5.456901847914966,53,35,3,369,92.25,5.737304826019501,32.91666666666666,2.8686524130097504,100,87,4,503,71.85714285714286,20.554225611201957,422.47619047619054,7.768767051250709,100,40,7,288,57.6,18.716303053755034,350.3,8.37018518313663,84,38,5,83,83.0,0.0,0.0,0.0,83,83,1
CS1138,434,86.8,15.690761613127643,246.20000000000002,7.017121917139533,102,67,5,440,73.33333333333333,12.436505404118423,154.6666666666667,5.07718207057594,83,55,6,321,64.2,11.945710527214361,142.7,5.342284155677232,80,52,5,362,90.5,15.947831618540913,254.3333333333333,7.973915809270457,105,73,4,306,76.5,24.85290056847825,617.6666666666666,12.426450284239126,99,54,4
CS1139,157,78.5,7.7781745930520225,60.5,5.499999999999999,84,73,2,530,66.25,21.743636179022914,472.78571428571416,7.687536294920126,96,37,8,160,53.333333333333336,13.503086067019394,182.33333333333331,7.796010375684332,67,40,3,398,79.6,24.684002916869055,609.3000000000001,11.03902169578446,104,43,5,0,0.0,0.0,0.0,0.0,0,0,0
CS1140,183,61.0,19.28730152198591,372.0,11.135528725660045,75,39,3,499,83.16666666666667,14.469508169480628,209.36666666666665,5.907151974043367,102,61,6,391,78.2,21.276747871796573,452.70000000000005,9.515250916292223,92,43,5,299,59.8,23.82645588416372,567.7,10.655515003977987,93,36,5,62,62.0,0.0,0.0,0.0,62,62,1
CS1141,94,47.0,14.142135623730951,200.0,10.0,57,37,2,335,67.0,7.416198487095663,55.0,3.3166247903554,80,62,5,313,78.25,12.257650672131263,150.24999999999997,6.128825336065631,93,63,4,932,71.6923076923077,20.882147939426694,436.0641025641026,5.791665779802126,105,38,13,104,104.0,0.0,0.0,0.0,104,104,1
CS1142,227,75.66666666666667,22.18858565419016,492.3333333333333,12.810585900383758,94,51,3,776,86.22222222222223,17.23932842208317,297.1944444444445,5.746442807361056,104,48,9,403,80.6,13.903237033151669,193.30000000000004,6.217716622683925,99,60,5,441,88.2,8.871302046486749,78.69999999999996,3.9673668849754735,98,77,5,0,0.0,0.0,0.0,0.0,0,0,0
CS1143,314,78.5,20.404247923737188,416.3333333333333,10.202123961868594,99,54,4,433,72.16666666666667,24.903145718295644,620.1666666666666,10.166666666666668,95,36,6,281,93.66666666666667,5.507570547286102,30.333333333333336,3.1797973380564857,99,88,3,227,75.66666666666667,22.00757445365875,484.3333333333333,12.706079035030612,98,54,3,0,0.0,0.0,0.0,0.0,0,0,0
CS1144,184,61.333333333333336,19.139836293274126,366.33333333333337,11.050389636167186,77,40,3,556,79.42857142857143,27.42175014386173,751.9523809523808,10.3644473421154,104,37,7,274,68.5,24.310491562286437,591.0,12.155245781143218,91,46,4,208,52.0,19.02629759044045,362.00000000000006,9.513148795220225,80,38,4,0,0.0,0.0,0.0,0.0,0,0,0
CS1145,234,58.5,22.218610817660647,493.6666666666667,11.109305408830323,80,36,4,525,65.625,26.8271584140294,719.6964285714286,9.484832817262967,99,39,8,688,86.0,21.79777183894852,475.1428571428572,7.706676141038829,105,40,8,520,74.28571428571429,24.58125495653335,604.2380952380953,9.290841075551581,100,35,7,0,0.0,0.0,0.0,0.0,0,0,0
CS1146,69,69.0,0.0,0.0,0.0,69,69,1,359,71.8,25.1535285795055,632.7,11.248999955551604,99,39,5,262,65.5,29.60292778313208,876.3333333333334,14.80146389156604,102,39,4,347,69.4,20.08233054204616,403.3,8.981091247727083,92,43,5,80,80.0,0.0,0.0,0.0,80,80,1
CS1147,165,55.0,12.12435565298214,147.0,7.0,68,44,3,83,83.0,0.0,0.0,0.0,83,83,1,83,83.0,0.0,0.0,0.0,83,83,1,550,68.75,19.73937327127832,389.64285714285705,6.978922348246692,95,42,8,123,61.5,13.435028842544403,180.5,9.5,71,52,2
CS1148,120,40.0,7.810249675906654,61.0,4.509249752822894,49,35,3,421,70.16666666666667,23.936722137056833,572.9666666666667,9.77212589176196,99,36,6,694,86.75,18.06140320446575,326.2142857142857,6.385670341811085,105,46,8,498,62.25,19.926651213172487,397.07142857142856,7.045135099586704,97,38,8,0,0.0,0.0,0.0,0.0,0,0,0
CS1149,485,80.83333333333333,17.611549240957384,310.16666666666663,7.189884870040997,103,52,6,454,64.85714285714286,27.907159006418475,778.8095238095239,10.547914647045667,103,39,7,236,59.0,24.89979919597747,620.0000000000001,12.449899597988734,96,42,4,504,72.0,15.895492023421818,252.66666666666666,6.007931265855002,93,48,7,89,89.0,0.0,0.0,0.0,89,89,1
CS1150,223,74.33333333333333,22.94195574342635,526.3333333333334,13.245544324203685,90,48,3,295,73.75,21.07723890835799,444.25,10.538619454178995,92,55,4,250,83.33333333333333,16.441816606851365,270.3333333333333,9.492687243932096,102,71,3,307,76.75,18.373440976946405,337.58333333333326,9.186720488473203,101,57,4,0,0.0,0.0,0.0,0.0,0,0,0
CS1151,140,70.0,15.556349186104045,242.0,10.999999999999998,81,59,2,69,69.0,0.0,0.0,0.0,69,69,1,189,63.0,24.979991993593593,624.0,14.422205101855958,91,43,3,484,69.14285714285714,22.64529805079906,512.8095238095237,8.559118143907147,104,48,7,158,52.666666666666664,18.77054430040145,352.33333333333337,10.837178804672574,73,36,3
CS1152,194,97.0,1.4142135623730951,2.0,1.0,98,96,2,344,68.8,24.963974042607877,623.1999999999999,11.164228589562288,99,39,5,430,71.66666666666667,25.35875917048519,643.0666666666667,10.352670079635388,102,43,6,415,69.16666666666667,26.596365666509147,707.3666666666666,10.85792081590414,105,41,6,74,74.0,0.0,0.0,0.0,74,74,1
CS1153,453,75.5,21.630996278488887,467.9000000000001,8.830817251723271,99,49,6,301,75.25,17.65172323976708,311.58333333333326,8.82586161988354,101,62,4,354,70.8,25.203174403237384,635.2,11.271202242884296,104,40,5,100,50.0,14.142135623730951,200.0,10.0,60,40,2,66,66.0,0.0,0.0,0.0,66,66,1
CS1154,87,43.5,6.363961030678928,40.5,4.5,48,39,2,337,56.166666666666664,17.38294183004323,302.16666666666663,7.096556285347924,88,40,6,379,63.166666666666664,20.33142067507007,413.3666666666668,8.300267733298996,82,37,6,492,70.28571428571429,23.921498599337276,572.2380952380953,9.04147661168948,105,38,7,141,70.5,13.435028842544403,180.5,9.5,80,61,2
CS1155,595,74.375,19.870563296350856,394.8392857142857,7.025305026423103,97,38,8,228,76.0,18.734993995195193,351.0,10.816653826391967,91,55,3,308,61.6,19.138965489283894,366.29999999999995,8.559205570612262,84,46,5,186,62.0,8.660254037844387,75.0,5.000000000000001,67,52,3,0,0.0,0.0,0.0,0.0,0,0,0
CS1156,342,85.5,15.588457268119893,242.99999999999991,7.794228634059946,103,66,4,326,65.2,21.194338866782328,449.2,9.478396488858229,95,40,5,394,65.66666666666667,25.42177544284952,646.2666666666669,10.378396365099531,95,38,6,142,71.0,39.59797974644666,1568.0,27.999999999999996,99,43,2,241,80.33333333333333,14.977761292440647,224.33333333333334,8.647414514048565,97,68,3
CS1157,46,46.0,0.0,0.0,0.0,46,46,1,516,64.5,24.72130371042064,611.1428571428572,8.740300746705296,104,35,8,312,78.0,16.970562748477143,288.00000000000006,8.485281374238571,94,58,4,52,52.0,0.0,0.0,0.0,52,52,1,501,71.57142857142857,17.784423361068367,316.2857142857142,6.721880203439195,98,41,7
CS1158,151,75.5,37.476659402887016,1404.5,26.499999999999996,102,49,2,335,55.833333333333336,25.372557353697452,643.7666666666667,10.358303164343303,102,37,6,296,74.0,18.110770276274835,328.0,9.055385138137417,94,52,4,377,62.833333333333336,18.73410437321909,350.96666666666664,7.648166083738274,93,42,6,0,0.0,0.0,0.0,0.0,0,0,0
CS1159,263,65.75,25.773047937719745,664.25,12.886523968859873,104,48,4,419,59.857142857142854,19.437322958924252,377.8095238095238,7.346617528879958,94,39,7,178,89.0,18.384776310850235,338.0,12.999999999999998,102,76,2,370,61.666666666666664,21.777664398797835,474.2666666666667,8.890694261104949,96,39,6,209,69.66666666666667,29.022979401386987,842.3333333333334,16.75642497007574,98,40,3
CS1160,67,67.0,0.0,0.0,0.0,67,67,1,496,70.85714285714286,16.86642198203847,284.4761904761905,6.374908295992416,91,46,7,150,75.0,21.213203435596427,450.0,15.0,90,60,2,414,59.142857142857146,19.09998753427666,364.80952380952385,7.219116722875687,84,38,7,253,84.33333333333333,17.214335111567145,296.33333333333337,9.938701010583719,98,65,3
CS1161,315,63.0,27.52271788904577,757.5,12.30853362509117,101,36,5,498,71.14285714285714,11.422617496711972,130.47619047619048,4.317343602530719,91,55,7,325,46.42857142857143,4.540820148282424,20.619047619047617,1.7162686943752472,52,39,7,171,85.5,24.748737341529164,612.5,17.5,103,68,2,80,80.0,0.0,0.0,0.0,80,80,1
CS1162,139,69.5,34.64823227814083,1200.5,24.5,94,45,2,425,60.714285714285715,23.80276094429864,566.5714285714288,8.996597996476451,99,35,7,434,86.8,21.288494545176274,453.2,9.520504188329523,103,51,5,729,81.0,19.480759738778158,379.5,6.493586579592719,105,45,9,88,88.0,0.0,0.0,0.0,88,88,1
CS1163,200,66.66666666666667,17.243356208503418,297.3333333333333,9.955456348712053,82,48,3,140,70.0,22.627416997969522,512.0,16.0,86,54,2,336,84.0,8.52447456836295,72.66666666666669,4.262237284181475,96,76,4,516,64.5,20.757098613658485,430.85714285714295,7.338742593737899,102,38,8,98,98.0,0.0,0.0,0.0,98,98,1
CS1164,154,77.0,9.899494936611665,98.0,6.999999999999999,84,70,2,641,80.125,19.91006565247122,396.4107142857143,7.039271218365881,101,54,8,678,84.75,12.5555906727982,157.64285714285717,4.439071653269086,99,66,8,523,74.71428571428571,27.07836950848583,733.2380952380953,10.234661661223974,100,37,7,41,41.0,0.0,0.0,0.0,41,41,1
CS1165,285,71.25,14.545904349105744,211.58333333333337,7.272952174552872,92,58,4,258,86.0,29.512709126747414,871.0,17.039170558842745,105,52,3,551,61.22222222222222,21.141060627235436,446.94444444444446,7.047020209078479,98,41,9,241,60.25,20.434855843223687,417.5833333333333,10.217427921611844,83,42,4,0,0.0,0.0,0.0,0.0,0,0,0
CS1166,539,89.83333333333333,14.524691620363809,210.96666666666664,5.929680523528322,104,63,6,252,84.0,10.14889156509222,103.0,5.8594652770823155,95,75,3,199,66.33333333333333,21.73323108360405,472.3333333333333,12.54768681647914,91,50,3,517,73.85714285714286,24.12763679150648,582.142857142857,9.119389524859788,104,35,7,0,0.0,0.0,0.0,0.0,0,0,0
CS1167,78,78.0,0.0,0.0,0.0,78,78,1,269,67.25,18.625699092025155,346.9166666666667,9.312849546012577,85,41,4,309,77.25,26.424420523447623,698.25,13.212210261723811,100,51,4,476,68.0,17.644640357154728,311.33333333333337,6.669047194029329,93,50,7,0,0.0,0.0,0.0,0.0,0,0,0
CS1168,70,70.0,0.0,0.0,0.0,70,70,1,315,78.75,10.750968948580095,115.58333333333337,5.375484474290047,92,70,4,138,69.0,12.727922061357855,162.0,9.0,78,60,2,393,56.142857142857146,14.926805546047815,222.80952380952382,5.641802191923173,74,37,7,0,0.0,0.0,0.0,0.0,0,0,0
CS1169,100,50.0,4.242640687119285,18.0,2.9999999999999996,53,47,2,274,68.5,29.535289626704753,872.3333333333334,14.767644813352376,96,41,4,301,75.25,6.291528696058959,39.58333333333335,3.1457643480294797,81,68,4,500,62.5,22.82229486395141,520.8571428571429,8.068899730269477,104,36,8,0,0.0,0.0,0.0,0.0,0,0,0
CS1170,384,76.8,10.10940156488009,102.2,4.521061822182926,85,63,5,267,66.75,24.851223980587623,617.5833333333333,12.425611990293811,95,35,4,260,65.0,20.704266871026046,428.6666666666667,10.352133435513023,92,44,4,285,71.25,25.395209522007622,644.9166666666666,12.697604761003811,94,45,4,76,76.0,0.0,0.0,0.0,76,76,1
CS1171,187,93.5,6.363961030678928,40.5,4.5,98,89,2,140,46.666666666666664,11.590225767142474,134.33333333333334,6.691619966628244,59,36,3,492,70.28571428571429,21.822880085774546,476.23809523809524,8.248273371163336,104,43,7,633,70.33333333333333,20.579115627256677,423.49999999999994,6.859705209085559,99,37,9,103,103.0,0.0,0.0,0.0,103,103,1
CS1172,307,76.75,23.824007499439162,567.5833333333334,11.912003749719581,98,51,4,243,81.0,11.0,121.0,6.3508529610858835,92,70,3,555,69.375,20.423638265500102,417.125,7.220846557018089,100,39,8,201,67.0,28.478061731796284,811.0,16.441816606851365,92,36,3,0,0.0,0.0,0.0,0.0,0,0,0
CS1173,158,79.0,5.656854249492381,32.0,4.0,83,75,2,410,68.33333333333333,24.27893462791699,589.4666666666667,9.911833556130997,102,35,6,267,66.75,13.889444433333777,192.91666666666663,6.9447222166668885,87,56,4,452,64.57142857142857,21.274845419392538,452.61904761904765,8.041135737293471,98,39,7,142,71.0,7.0710678118654755,50.0,5.0,76,66,2
CS1174,124,62.0,0.0,0.0,0.0,62,62,2,236,59.0,9.695359714832659,94.0,4.847679857416329,69,48,4,751,75.1,17.804181780943736,316.9888888888889,5.630176630345525,91,38,10,361,72.2,20.30270917882636,412.2,9.079647570252934,96,50,5,82,41.0,4.242640687119285,18.0,2.9999999999999996,44,38,2
CS1175,342,68.4,24.551985663078252,602.8,10.979981785048643,94,38,5,266,66.5,17.07825127659933,291.6666666666667,8.539125638299666,90,52,4,244,81.33333333333333,18.175074506954115,330.33333333333337,10.493384159131464,96,61,3,210,52.5,15.631165450257807,244.33333333333334,7.815582725128904,73,35,4,44,44.0,0.0,0.0,0.0,44,44,1
CS1176,158,52.666666666666664,6.506407098647712,42.33333333333333,3.7564758898615485,59,46,3,438,87.6,20.094775440397438,403.8,8.986656775464388,101,53,5,226,75.33333333333333,23.692474191889147,561.3333333333334,13.678856352455462,90,48,3,407,81.4,18.84940317357555,355.3,8.429709366283038,103,53,5,172,86.0,15.556349186104045,242.0,10.999999999999998,97,75,2
CS1177,214,71.33333333333333,20.5993527406405,424.33333333333337,11.89304184994085,87,48,3,358,71.6,17.096783323186852,292.3,7.6459139414461115,96,51,5,343,85.75,16.4392822227736,270.25000000000006,8.2196411113868,105,66,4,322,80.5,16.862186493255653,284.3333333333333,8.431093246627826,105,68,4,73,73.0,0.0,0.0,0.0,73,73,1
CS1178,268,89.33333333333333,4.163331998932265,17.333333333333332,2.4037008503093262,94,86,3,243,60.75,24.37724348649781,594.25,12.188621743248905,91,40,4,222,74.0,19.078784028338912,364.0,11.015141094572204,92,54,3,713,64.81818181818181,18.92521165967864,358.16363636363644,5.706166013928477,98,40,11,89,89.0,0.0,0.0,0.0,89,89,1
CS1179,231,77.0,16.822603841260722,283.0,9.71253485622231,90,58,3,724,72.4,19.574359646117557,383.1555555555555,6.189956022101897,105,41,10,503,83.83333333333333,24.169540059063323,584.1666666666666,9.867173410410457,105,46,6,552,61.333333333333336,23.03258561256204,530.4999999999999,7.67752853752068,105,40,9,81,81.0,0.0,0.0,0.0,81,81,1
CS1180,41,41.0,0.0,0.0,0.0,41,41,1,434,72.33333333333333,14.080719678577037,198.2666666666666,5.748429737279951,92,57,6,359,71.8,27.589853207293437,761.2,12.338557452149743,104,36,5,709,70.9,22.427413780658902,502.9888888888888,7.09217095739301,100,38,10,94,94.0,0.0,0.0,0.0,94,94,1
CS1181,444,74.0,16.34625339336204,267.2,6.673330003329173,89,43,6,381,76.2,16.483324907311633,271.70000000000005,7.371566997592846,103,59,5,578,72.25,23.316150135536038,543.6428571428572,8.243503936000586,98,41,8,452,64.57142857142857,19.24280941769456,370.2857142857144,7.273098320775919,91,37,7,38,38.0,0.0,0.0,0.0,38,38,1
CS1182,214,71.33333333333333,24.78574859336174,614.3333333333334,14.310058622443789,89,43,3,473,78.83333333333333,20.390357198113687,415.7666666666667,8.324328468077438,96,41,6,494,70.57142857142857,23.020694623585555,529.952380952381,8.701004711709865,105,41,7,568,71.0,21.882804730133266,478.8571428571428,7.736739808029145,101,39,8,0,0.0,0.0,0.0,0.0,0,0,0
CS1183,288,57.6,16.272676485446393,264.8,7.2773621594641,81,37,5,449,89.8,16.754103974847478,280.70000000000005,7.492663077971677,104,65,5,381,76.2,23.80546155822231,566.7,10.64612605598863,97,46,5,515,73.57142857142857,21.884980716289903,478.9523809523809,8.271745203249614,103,44,7,334,83.5,14.888474289418197,221.66666666666666,7.444237144709098,100,69,4
CS1184,179,59.666666666666664,23.072349974229617,532.3333333333334,13.320827468458726,86,43,3,642,71.33333333333333,23.178653972998518,537.25,7.726217990999506,104,37,9,534,66.75,25.627830854087403,656.7857142857143,9.060806492013516,102,36,8,416,83.2,9.909591313469997,98.20000000000003,4.431703961232068,95,73,5,228,76.0,10.0,100.0,5.773502691896258,86,66,3
CS1185,433,72.16666666666667,26.858269986480263,721.3666666666666,10.96484280679745,103,44,6,332,66.4,28.588459209967926,817.3,12.785147633093642,104,36,5,644,64.4,23.286619906432676,542.2666666666667,7.363875791094433,103,35,10,308,61.6,18.04993074778959,325.8,8.072174428244226,87,39,5,84,84.0,0.0,0.0,0.0,84,84,1
CS1186,81,81.0,0.0,0.0,0.0,81,81,1,381,76.2,22.928148638736623,525.7,10.25377979088687,99,41,5,381,76.2,26.929537686339884,725.2,12.043255373859678,105,43,5,553,79.0,16.051998837112674,257.66666666666663,6.06708528121402,98,50,7,43,43.0,0.0,0.0,0.0,43,43,1
